<TICKER>,<DATE>,<OPEN_TAR>,<HIGH_TAR>,<LOW_TAR>,<CLOSE_TAR>,<VOL_TAR>,<OPEN_DEP1>,<HIGH_DEP1>,<LOW_DEP1>,<CLOSE_DEP1>
SBER,20140219,96.5100000,96.5900000,94.5300000,94.9000000,78880090,35.2386000,35.2386000,35.2386000,35.2386000
SBER,20140220,94.1400000,94.7600000,93.6100000,94.6300000,71842660,35.5857000,35.5857000,35.5857000,35.5857000
SBER,20140221,95.0300000,95.4400000,94.5100000,95.0000000,51882710,35.7670000,35.7670000,35.7670000,35.7670000
SBER,20140224,95.0000000,95.0900000,94.0600000,94.6900000,47770930,35.6828000,35.6828000,35.6828000,35.6828000
SBER,20140225,95.2400000,95.4800000,93.3200000,94.1700000,74366490,35.5112000,35.5112000,35.5112000,35.5112000
SBER,20140226,94.3000000,94.5900000,91.8500000,92.2900000,90137500,35.5669000,35.5669000,35.5669000,35.5669000
SBER,20140227,92.5000000,92.6100000,89.4000000,90.1200000,127765610,35.7872000,35.7872000,35.7872000,35.7872000
SBER,20140228,90.1600000,91.4200000,88.8700000,91.1600000,111397500,36.0501000,36.0501000,36.0501000,36.0501000
SBER,20140303,85.4300000,86.8400000,74.9600000,77.5700000,425351620,36.1847000,36.1847000,36.1847000,36.1847000
SBER,20140304,78.5000000,83.9000000,77.1700000,81.5500000,371675100,36.3784000,36.3784000,36.3784000,36.3784000
SBER,20140305,82.3800000,82.7700000,80.1200000,81.4600000,175025610,36.3208000,36.3208000,36.3208000,36.3208000
SBER,20140306,81.6700000,83.8100000,76.5600000,80.2400000,281239140,36.0849000,36.0849000,36.0849000,36.0849000
SBER,20140307,80.0000000,81.4600000,78.3400000,79.9900000,189902710,36.1251000,36.1251000,36.1251000,36.1251000
SBER,20140311,79.1000000,79.7500000,76.3900000,76.5700000,149382470,36.2618000,36.2618000,36.2618000,36.2618000
SBER,20140312,75.9500000,76.3600000,72.3500000,72.4600000,225749030,36.4015000,36.4015000,36.4015000,36.4015000
SBER,20140313,73.5000000,73.8900000,68.8700000,69.8400000,255804680,36.4865000,36.4865000,36.4865000,36.4865000
SBER,20140314,68.0000000,71.7500000,65.3300000,71.7500000,345592550,36.4566000,36.4566000,36.4566000,36.4566000
